Date,Location,Total Number Particpants,Total Number of Boats,Average Time Spent Fishing,Tournament Duration,Fish Type,Fish name,Sex,Boarded,Bycatch,Lenght (mm),Weight (Kg),Distance to coast,Zone
Nov-3-01,Club Náutico de San Juan,63,16,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1088,9.2,,1
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,M,TRUE,FALSE,1086,11.56,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1086,9.38,,2
April-26-2014,Club Náutico de Guayama,34,10,5,1,8835290101,Dolphinfish,F,TRUE,FALSE,1086,10.89,,1
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1086,9.5,8 mi off Guanica,2
Jan-27-02,Cangrejos Yacht Club,172,38,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,1085,7.72,,1
Jan-27-02,Cangrejos Yacht Club,172,38,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,1085,0,,1
Feb-10-08,Club Náutico de Arecibo,24,15,7,1,8835290101,Dolphinfish,F,TRUE,FALSE,1085,9.97,,1
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1085,10.2,,4
April-8-00,"Club Pesca Deportiva de Ponce, El Tuque",80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1085,9.54,,2
May-6-00,Asoc. Pescadores y Dueños de Bote de la Guancha,0,0,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1085,11.81,,2
May-6-00,Club Náutico de Guayama,101,22,7,2,8835290101,Dolphinfish,F,TRUE,FALSE,1085,11.36,,2
May-6-00,Club Náutico de Guayama,101,22,7,2,8835290101,Dolphinfish,M,TRUE,FALSE,1085,10.45,,2
Dec-1-01,Vistamar Marina,136,34,10,1,8835290101,Dolphinfish,F,TRUE,FALSE,1085,0,,1
Jan-14-2012,Cangrejos Yacht Club,119,31,,2,8835290101,Dolphinfish,M,TRUE,FALSE,1084,10.5,,1
Feb-04-2017,Cangrejos Yacht Club,40,10,7.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,1084,11.3,19 miles off Carolina,1
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1084,11.34,,2
March-23-2019,Club Náutico de San Juan,40,10,5.5,1,8835290101,Dolphinfish,U,TRUE,FALSE,1084,11.34,,1
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1084,12.33,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1084,10.84,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,1084,11.3,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,FALSE,FALSE,1084,8.61,,2
Oct-27-2012,Club Náutico de Arecibo,164,43,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,1083,9.75,,0
Jan-13-07,Cangrejos Yacht Club,156,39,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1082,17.23,,1
Feb-4-06,Cangrejos Yacht Club,140,35,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.43,15 mi off CYC,1
Feb-4-06,Cangrejos Yacht Club,140,35,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.43,,1
Feb-4-06,Cangrejos Yacht Club,140,35,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1082,10.43,,1
Feb-11-06,Club Náutico de San Juan,80,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.07,,1
Feb-11-06,Club Náutico de San Juan,80,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.97,,1
Feb-2-08,Club Deportivo del Oeste,72,18,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1082,11.33,,4
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,12.36,,4
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.88,,4
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.63,,4
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.54,,4
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,11.33,,4
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.86,,4
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.55,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,8.7,,2
April-1-06,Ponce Yacht and Fishing Club,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.52,,2
April-1-06,Ponce Yacht and Fishing Club,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.52,,2
April-22-06,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,8.16,,2
April-22-06,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.88,,2
April-22-06,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,8.61,,2
April-22-06,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.97,,2
April-22-06,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.07,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.97,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,11.33,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1082,9.52,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,8.61,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.07,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.07,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1082,9.97,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,9.07,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,7.71,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1082,8.16,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1082,8.61,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,1082,10.9,,2
May-3-2013,Ponce Yacht and Fishing Club,76,19,,2,8835290101,Dolphinfish,F,TRUE,TRUE,1082,10.21,,2
Dec-1-01,Vistamar Marina,136,34,10,1,8835290101,Dolphinfish,F,TRUE,FALSE,1082,10.45,,1
April-6-02,"Club Pesca Deportiva de Ponce, El Tuque",60,15,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1081,10.9,30 mi off Ponce,2
Feb-23-01,Cangrejos Yacht Club,125,25,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.36,,1
Feb-9-02,Club Náutico de San Juan,48,12,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1080,10.58,,1
Feb-22-03,Cangrejos Yacht Club,144,36,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,15,,1
Feb-26-05,Marina Puerto Del Rey,140,35,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.09,,3
Feb-26-05,Marina Puerto Del Rey,140,35,,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,8.09,,3
Feb-7-06,Club Deportivo del Oeste,108,27,7,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.36,Off Placeres,4
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1080,0,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.54,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,2
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.36,,4
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,9.54,,2
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,12.76,,4
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.36,,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.81,,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.36,,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.81,,2
March-23-02,Club Náutico de Boquerón,96,24,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,12.15,18-20 mi off Buoy 2,4
March-23-02,Club Náutico de Boquerón,96,24,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,8.63,12 mi off Parguera,4
March-22-03,Marina Puerto del Rey,100,25,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.9,4 mi off Puerto del Rey,3
March-29-03,Ponce Yacht and Fishing Club,100,25,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,8.63,50 mi off Ponce,2
March-29-03,Ponce Yacht and Fishing Club,100,25,9,1,8835290101,Dolphinfish,M,TRUE,FALSE,1080,9.09,,2
March-20-04,Ponce Yacht and Fishing Club,128,32,8.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,12.27,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.9,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.36,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,2
March-19-05,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1080,0,,2
March-19-05,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.09,,2
March-19-05,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,U,TRUE,FALSE,1080,10.9,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.88,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.33,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,12.24,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,10.88,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.79,,2
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,6.8,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,12.7,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,10.88,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,8.61,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,12.24,,4
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.07,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.33,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,12.7,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.43,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.97,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.43,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.54,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,9.54,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.79,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.88,,2
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,FF,TRUE,FALSE,1080,10.43,,2
April-21-01,Asoc. Pescadores y Dueños de Bote de la Guancha,84,21,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,10.05,,2
April-6-02,"Club Pesca Deportiva de Ponce, El Tuque",60,15,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,15,12 mi off Ponce,2
April-6-02,"Club Pesca Deportiva de Ponce, El Tuque",60,15,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.9,35 mi off Ponce,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,10,45 mi off Lajas,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,10.45,14 mi off Parguera,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1080,6.36,,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.09,20-24 mi off Cabo Rojo,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,20 mi  off Parguera,2
April-17-04,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10.45,,4
April-17-04,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,4
April-25-04,Asoc. Pescadores y Dueños de Bote de la Guancha,240,48,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,8.84,,2
April-25-04,Asoc. Pescadores y Dueños de Bote de la Guancha,240,48,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,,,2
April-2-05,Club Náutico de Boquerón,100,25,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,9.09,25 mi off Cabo Rojo Lighthouse,4
April-2-05,Club Náutico de Boquerón,100,25,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.09,25 mi off Cabo Rojo Lighthouse,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,8.63,20 mi off Guanica,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.54,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.09,,4
April-23-05,Ponce Yacht and Fishing Club,108,27,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.36,,2
April-23-05,Ponce Yacht and Fishing Club,108,27,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,8.63,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,7.72,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,dolphinfish,F,TRUE,FALSE,1080,6.81,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.09,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,11.36,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,10,,2
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,dolphinfish,F,TRUE,FALSE,1080,11.36,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,9.53,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,7.71,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,U,TRUE,TRUE,1080,7.26,,2
April-21-84,Club Náutico de La Parguera,0,0,0,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.36,,2
May-6-00,Asoc. Pescadores y Dueños de Bote de la Guancha,0,0,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1080,10.5,,2
May-6-00,Asoc. Pescadores y Dueños de Bote de la Guancha,0,0,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1080,12.27,,2
May-4-02,Asoc. Pescadores y Dueños de Bote de la Guancha,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1080,10,,2
May-4-02,Asoc. Pescadores y Dueños de Bote de la Guancha,88,22,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.13,,2
May-4-02,Asoc. Pescadores y Dueños de Bote de la Guancha,88,22,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,11.13,,2
May-4-02,Asoc. Pescadores y Dueños de Bote de la Guancha,88,22,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1080,9.09,,2
May-28-83,Club Náutico de La Parguera,,23,8.5,,8835290101,Dolphinfish,U,TRUE,FALSE,1080,9.09,,2
May-02-86,Ponce Yacht and Fishing Club,,,,2,8835290101,Dolphinfish,U,TRUE,TRUE,1080,9.54,Off Ventanas,2
May-23-86,Club Náutico de La Parguera,,,,2,8835290101,Dolphinfish,U,TRUE,TRUE,1080,13.4,,2
Oct-11-03,Club Náutico de San Juan,88,22,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,1080,9.31,,1
Oct-2-04,Club Náutico de Boquerón,240,60,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,1080,,,4
Nov-11-00,Club Náutico de Arecibo,130,52,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1080,0,,1
Dec-1-01,Vistamar Marina,136,34,10,1,8835290101,Dolphinfish,F,TRUE,FALSE,1080,0,,1
Feb-3-07,Club Deportivo del Oeste,88,22,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.97,,4
Feb-3-07,Club Deportivo del Oeste,88,22,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1079,7.48,,4
Feb-3-07,Club Deportivo del Oeste,88,22,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,8.84,,4
Feb-2-08,Club Deportivo del Oeste,72,18,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.07,,4
Feb-2-08,Club Deportivo del Oeste,72,18,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1079,11.33,,4
Feb-7-09,Club Deportivo del Oeste,55,11,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.97,,4
Feb-23-2013,Club Deportivo del Oeste,136,34,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.8,"30 mi West of Cabo Rojo, off Bouy 2",4
Feb-23-2013,Club Deportivo del Oeste,136,34,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,11.16,,4
Feb-23-2013,Club Deportivo del Oeste,136,34,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.34,,4
Feb-23-2013,Club Deportivo del Oeste,136,34,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.43,,4
Feb-23-2013,Club Deportivo del Oeste,136,34,7.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,14.42,,4
Feb-02-2013,Cangrejos Yacht Club,116,29,,2,8835290101,Dolphinfish,F,FALSE,FALSE,1079,9.07,,1
Feb-8-2014,Club Deportivo del Oeste,148,37,7.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.07,,4
Feb-8-2014,Club Deportivo del Oeste,148,37,7.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.5,,4
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.54,,2
March-29-08,Club Náutico de La Parguera,108,27,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.97,,2
March-20-10,Ponce Yacht and Fishing Club,112,28,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,9.97,,2
March-20-10,Ponce Yacht and Fishing Club,112,28,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.52,,2
March-20-10,Ponce Yacht and Fishing Club,112,28,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,12.24,,2
March-12-11,Ponce Yacht and Fishing Club,140,39,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1079,12.25,,2
March-26-11,Club Náutico de Guayama,72,18,6,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,11.79,,2
March-10-2012,Club Deportivo del Oeste,100,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.89,,4
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.53,,2
March-23-2013,Club Náutico de Boquerón,140,35,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1079,11.45,,4
March-22-2014,Club Náutico de La Parguera,160,40,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.75,14 mi off Parguera,0
March-22-2014,Club Náutico de La Parguera,160,40,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.98,14 mi off Parguera,0
March-22-2014,Club Náutico de La Parguera,160,40,7.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.21,,0
March-2-2019,Club Náutico de La Parguera,208,52,7.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,9.97,,2
March-19-2022,Club Nautico de la  Parguera,136,35,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.85,,2
March-19-2022,Club Nautico de la  Parguera,136,35,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.07,,2
March-19-2022,Club Nautico de la  Parguera,136,35,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1079,9.07,,2
April-28-07,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,9.97,,2
April-5-08,Club Náutico de Boquerón,136,34,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,1079,10.88,,4
April-18-09,Asoc. Pescadores y Dueños de Bote de la Guancha,176,39,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.07,,2
April-9-11,Asoc. Pescadores y Dueños de Bote de la Guancha,,,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,10.43,,2
April-9-11,Asoc. Pescadores y Dueños de Bote de la Guancha,,,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,10.43,,2
April-13-2013,Asoc. Pescadores y Dueños de Bote de la Guancha,92,23,6,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.98,,2
April-13-2013,Asoc. Pescadores y Dueños de Bote de la Guancha,92,23,6,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,11.79,,2
April-13-2013,Asoc. Pescadores y Dueños de Bote de la Guancha,92,23,6,2,8835290101,Dolphinfish,M,FALSE,FALSE,1079,9.07,,2
April-20-2013,Club Náutico de La Parguera,172,43,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,10.89,,2
April-20-2013,Club Náutico de La Parguera,172,43,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,9.98,,2
April-20-2013,Club Náutico de La Parguera,172,43,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,8.62,,2
April-20-2013,Club Náutico de La Parguera,172,43,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,1079,11.34,,2
May-5-2012,Club Náutico de La Parguera,68,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,1079,7.26,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,11.43,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,11.02,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,8.98,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,12.29,28 mi off Lajas,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,8.75,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,9.97,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,1079,8.79,,2
Oct-14-06,Club Deportivo del Oeste Ladies,84,21,8,1,8835290101,Dolphinfish,M,TRUE,TRUE,1079,0,,4
Nov-12-05,Cangrejos Yacht Club,128,32,8,2,8835290101,Dolphinfish,U,TRUE,TRUE,1079,11.81,,1
March-25-06,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,1078,9.52,,4
